A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
2273058685,7503160715,7672053563,5554057914,4362361091,2193364085,3984094622,6804007926,2623056316,8502469887,1915123182,7831849421,9105848645,7478144154,7306419356,4663070438,6142639579,1785387428,5179192790,3129816393
4636764675,4503400208,4634578650,1153651581,2974449034,3999143105,584756093,2060151605,7597372553,7208458043,3127494479,7936820656,5934392581,2156172853,4625878774,2325909134,3106683085,1837066659,115218772,7931006394
7796497276,510182346,427673401,6604293596,8328495040,2658772781,516268453,8010042075,8906287063,8367191494,4108794432,2595501825,8279555410,262503158,2255060443,5785746643,4851781300,2704305814,5979320904,3718667799
7098277537,7724265316,2724008876,8899995616,919688820,6713009891,8279284915,7410851057,7667102271,8379929663,8974901860,8062160276,1763642911,6290020319,1924417230,7418252417,5224874047,4791693277,8694756670,8579566273
3159145872,7380476594,6751986474,7325794316,7333358884,3541411634,5791353710,4465711745,8085898328,1393395667,1799498990,1429298844,3200650721,9053558805,5397742710,7374272711,380202553,8603228015,4959013958,8014999841
8192336737,3789477697,4764437107,7954855158,3464403664,4578480886,3402128382,3876769039,7077502866,450058599,7417068749,7405971630,6810665885,4069064058,2508469177,3409019032,4377713988,7189720946,8459382281,7730929352
4756652012,4101370554,7775331353,1307591299,9072015369,307055312,6041297583,8353007266,5330665080,8890261626,3488184501,4066970017,7497609230,6425792242,3506545941,978640283,595431368,4324033495,7645056127,6739633088
3235348664,5919569618,4122430324,8359257872,8804153524,4731763718,1249361922,404348778,6411357191,2285119186,223639426,243394961,1504945725,2613574171,5539153050,1879312429,7781525059,3025980917,8265290917,37980184
7080316471,7019935459,6307551305,6703014886,489338299,2919626221,6196319815,6073783729,273125289,6296485358,8232277483,5879621545,2020367615,5432475762,8293272683,3414786358,7236598399,4605425634,1046646134,5033501962
8076221775,1003729086,6814268013,78972096,7241032602,2328841015,6452752845,5363154175,2897099312,710018919,115608386,5847766858,1581619494,73084969,5729396181,395491358,3946575557,4464567141,3402641418,6022733326
8776851907,7241478081,6730891754,6595245445,3313381461,762655864,1870308987,6428500421,8382045623,2469326299,5035644177,4681484889,3457620947,7554989448,5026105825,6866237254,6349274417,4741793413,2795944365,7664665092
2150002057,2031016103,1595506256,7052506401,2931229195,136811257,5905215246,4559899577,5623034301,2290518118,865280948,3209315002,3183839558,362823462,4108365718,3545683897,6765624230,5976426078,8813121928,4094925509
1663000183,2835518806,3296228291,1108230495,1669346625,612428873,4634601766,6808426147,5396988147,5030438965,4817163573,4241660621,8637563283,5208943614,5215354160,1936880944,8613088940,6460449429,3582493019,3566603674
8364373910,2420670817,3075696817,3601685718,8162780793,830729928,4653717178,6253892114,2287776789,8212414892,3196255862,4491973773,2632808973,2206192638,3930660168,6864129646,5946443478,3366159525,4651258796,441459733
6212072446,6047722353,1141198500,5899110941,8855243533,8535966962,7462556438,8506546951,3563083142,7339440626,6717455060,554088542,8864833642,1369249533,1563697021,4680405558,1582812790,3050790519,7851024083,4539251226
8492074816,2858440380,8952751699,2866999277,6809933872,538911339,2706727987,2642327860,167511589,2992609137,4034312802,7192293048,5951268778,4241747802,4549370073,4848948954,4123580451,8750824484,1039631627,8105411610
8970985095,4868145791,4341956414,425114029,6097341064,7147058908,6020961936,2509128426,4381923784,5815439906,5833278414,7504372840,6835768800,2114892916,4988841939,7568239147,5680269805,2823555797,7934061851,6044591636
6195402443,3949287116,5502271003,5932079191,634179450,5633013731,3331690191,8393494970,7417106084,6619261632,4583842959,5875758441,7261851017,6693220201,6481457595,7217843584,8408787796,8820488644,6645015940,3539912022
3146638402,7168240272,8377226430,8218405328,5369171919,7305093402,7503758941,5769962934,2715009001,5948471112,8158674165,8624100818,5313663943,1695147523,347265259,352997043,2033969454,865955982,5960731374,7526216168
4749814498,8901538416,775001829,815012496,4343493421,8499120709,452681368,3379878011,4316950957,4375230480,6749042125,3310164042,5872495200,8954004025,5209031075,6668095843,4650466127,7930513197,8409230795,6193162059
4657047381,9086725072,6775068948,1192338897,3399062125,4512170265,7254858105,5757847795,8097798111,1938382817,7921839295,3129824192,4882612984,5571246243,7281996978,6237692476,4445409505,8652599706,8090771158,6344183906
3647921494,6219483464,4879366794,5542448924,3650853968,4296160014,1639624185,3177824944,2273262794,4907604890,1755342517,1612387778,5512783239,3233759127,6069909033,2757202440,8663739717,2305162456,2464493549,8067299211
4980108291,9109203292,2493677227,2090287993,5291006980,4117732104,3843392644,3279843599,2644156707,512161370,6717540038,9024270070,8450008490,1573373050,6212364734,8742081617,5718806701,9034214645,2271456679,8979857303
7035854088,2069911175,2616931185,260613735,5736131589,566137520,1992617386,2780531417,6688972450,1370812538,7955745328,5950385813,5034374688,2032820686,3757530037,7278834791,5779336532,1434376018,8192858607,7510591076
6760098942,8154326472,2327028706,5260415979,2749197101,8012712912,6590664933,1656779843,998966307,7927398795,5152007107,730728957,8175600271,5358483263,5449950001,1290753333,4924255595,7895987549,691850642,8423320557
3233723007,1474925,6279177247,1678357999,5397626724,4464383872,485203944,3355071685,4224999284,1047251304,2436236465,1864780046,693789665,4572979031,8498716091,7775521067,2648384446,1705016764,7265320103,8781263168
1609768558,6407133753,621114608,3572051645,7364638134,2317636489,6320068990,2478329467,2394041487,6549042345,2978555191,2481093317,1921713764,9003071697,7235684909,1941276235,1738557204,686258917,8271250964,5314640050
1858165360,4305898532,6066498353,2027410164,1073798816,7396939149,3576798571,4629969664,4822972075,6509223027,2717046102,1755162662,1798288568,394911482,7068256890,3011635488,9040411496,4465762134,5407899786,10502987
3099268481,1447053822,4563207923,9121187290,6250272704,8059584342,1423710765,5051240503,7483215943,6215526254,157963924,7711930580,106315587,4836724059,8229595157,3786111678,8992380486,2904561582,3788930423,2479957781
6142940618,2693867780,8247370472,625937714,8331147200,8342022210,1036697415,6911976302,6648099937,8343369896,669681467,5280851216,7567961393,1076736186,5201980245,2749323417,1893263862,904170866,7557324984,805672099
4897500443,7233938819,8796612529,4713281011,2251534289,4865782322,4303459053,5979482034,6792079666,2605766521,4776996101,6827353580,2145175249,8193526344,1377920568,100904568,4452610627,5233233042,8836684586,5531060313
3729414683,6061751008,1550245687,5501385032,2860300255,4678984990,6794166980,6361350033,6683556826,8620601469,6400962603,7971458517,4413045259,6731128200,3141708225,1659412832,5804598325,371370032,6569196234,3844765148
738024123,8676555639,3555205573,4600814441,6046599394,220863368,9067568533,2283204811,7587670785,6874702183,1184252388,8018566788,7343371376,4283663300,3807798683,1175651454,7974209951,5767865557,5736180572,3419202347
655271935,6648519927,4082470433,4658798027,6879799153,6966341450,2756720754,1482240544,2469769884,4381335334,8132284739,8825782763,4374731828,8058066704,1177536399,6713720564,296752984,9085918725,8683788129,4003347210
2312255423,4662044920,6692553060,5958125620,6449957921,2518072984,4120576020,8584502132,3279420948,146815013,1905336409,4997563744,2472021913,5288564390,5253877139,3686553972,965444950,2173793334,1280229043,3410382419
1260253983,1717059956,4965376553,1816969846,5485973929,3170971486,4887565501,7691214383,7518449171,2717024205,2146165240,3203454856,1292516327,8225667272,1156533886,4110984910,3844626541,3020338310,5527687962,7786014535
5865493250,3333282262,8420274119,7608532227,856383512,4604329362,6357394993,6583395335,569658339,934681761,7339683442,479205745,6967040596,1771114107,9112094206,1001188838,7130124852,599403860,9082669687,8146918682
3589294922,3111276713,985199053,389275385,6751060543,8733256767,8295363316,5833989151,5805386444,7502153623,5921005778,7512892965,8808120979,7784147894,2682342342,3683512008,1778141969,8669370742,3259095058,1527919594
1030103676,2795388074,5197385198,2736998001,8322262589,3100272968,819173169,8116430300,6524884721,5497081878,912143901,3853616541,3321779691,4712264509,4362851956,1839308551,2207785827,6548701209,9069589197,5604248786
3164972418,765677093,2057347515,1450519545,182791694,6506398669,5709155827,5892461451,3680099977,3732120441,454681136,3734902309,4730083204,9098549903,3474093287,7602742135,6376617783,2222811878,7464485880,1086396146
2820525935,6692648211,1272492572,9066645647,6622083606,5625080431,3726324966,4715248662,3263777378,4062204100,1790256590,3173839840,3601742504,4141358172,7096143714,5006211806,4995588191,2422816683,1726889544,6770841205
6213551665,1688876273,346976490,1373197006,3456940082,9093605946,4790231795,6847421603,8516425845,8312045855,8972856855,4604938415,1823665906,1395481457,4718855296,6422543107,2948820730,3758225568,8961996088,4653006794
6761858027,8212022470,7858245932,2507984164,5510825606,8022915433,2729400139,6867493537,3516822662,52430034,5805982117,6254110659,5271019020,5050366679,6478389752,2832064052,7480857302,5794426690,3909598869,833632540
8597054243,1022365823,8380903838,830134217,6353805899,1796245393,7248390982,5389630801,7798017448,6342206340,1449919961,5875520668,2592563462,7973079997,2412548955,4316378564,2241163150,6489457465,3663899257,765972345
308012348,8442011817,5527789802,8419032845,7792722163,8067496770,3995586539,1477457332,7244888882,6464086192,3477498065,4713468030,5792167291,7503249783,172586233,278773200,1289803230,4326378896,4115870995,8574765727
3772131910,6497822595,820737992,1107260250,6705923301,5189971466,647671577,1585909386,7665439161,2837610171,1497639135,740903839,8715729546,2035716637,3298019043,8170452420,1519034036,6106751507,713583456,4810964195
208568932,3949543688,6031061389,4954843619,407644478,2582765608,2433668557,4210167496,5475929410,8183970279,495913031,4364601949,3623579631,4564658202,2871555762,1846031291,7196285688,7696554237,5895335460,1082172733
6069559645,7717922620,155324650,5168180666,2652637328,4686147564,4663160037,9103802256,5209817171,946958410,8312320326,8540618882,1967796451,5728038320,958391566,8623808624,4492425863,1081671839,7853166104,3948185648
8036683850,4472066577,5622043998,9085789161,1918022372,6893048473,8017425769,3847355842,4291250255,5819184243,6458497793,6078975828,4669764039,8465924460,4692290414,8557932393,6148116567,2796700296,8262227134,191331961
527549550,1416005429,5325470996,391151673,78523689,2189272381,7289823859,3595658041,8924796087,1512967580,7411391913,9031886020,3355725374,8910730792,7185670013,4808108060,3437743977,120475533,4527807866,1697465357
4509770038,6749566983,4834870043,6359746245,4490066351,5332948951,3416673366,375567369,252819306,7448520764,7928816754,4052080017,8968937309,7124488318,4714815608,4929354271,7860995463,8572429382,1593488738,1579866220
5818791420,2403984353,3791148318,8408388124,6271409500,8610934908,6229637789,607848011,175557276,6020464476,4662322244,1918440603,7297454636,4090997422,4390997001,2055707664,993044914,766004752,3971571313,95406002
7248313004,5933698345,7776489867,5862877370,469324163,7532024054,2092423970,8962909353,19806768,6234080663,5563420618,1818983912,1448987529,1106778899,7661812399,7593170262,4476569281,6324673366,9115088959,278792233
5474926033,3537347349,7123770815,5331908220,5200027943,6448912849,5163010831,7173562935,6629080172,7818569509,7382997335,7197662890,2747587959,4588127936,2889788140,2044516663,8601481879,8914063132,5065419504,7820731445
1245064611,1761051255,4245279906,6643851456,730333200,3250301635,4338938132,5651689898,124468665,7797851827,7502015782,3719019928,455120377,1314330476,3604341925,6145879450,5099917504,2842467746,2420255172,4399107960
6987241452,8417258312,2250199781,1246451516,3210124728,6735656228,4240888620,3613462352,7057962254,6572872728,4142019989,4115738584,4150807785,3711336915,3723197023,7502902988,3681344841,3105549855,2209951674,1409884640
8113516954,7366534163,4614275568,8060587809,5054042418,3740640324,5558441662,851739237,8126802082,7800175633,5057710993,5715203262,8080300549,6217944705,2967561475,1735797289,5478446451,3382306923,5426381423,7736396777
7842016730,4969216085,4470461982,5251927071,1811184777,3900082281,1446411745,3668056986,5059277178,3766636772,8211771912,7930290226,4382488516,6420247681,242576578,7179457132,3212994748,7653008524,3117810736,1445595292
3411470614,4745035181,492189353,1701140185,2205398990,4407729199,8874830105,8507438255,8036101016,1025452976,3020812860,371027169,6878163000,4459284666,4026092790,1418645139,4220176738,3868333660,4297004029,1479314816
8150024294,8321726478,2709917098,6792174424,3495793074,6703610291,4781681369,8586824394,6054358337,8406356932,6705186689,1617611790,6786802973,8712880968,3393906732,751403690,4864139191,4997321127,2105261988,999412112
5441898580,5578784313,5592943774,3159265439,254470619,3449274003,1825378175,6322117193,5210886020,1042364196,5327127760,8019745044,4197681943,8656714175,7476764391,5693346745,5529020147,7006367672,1670238098,5551944840
4218278561,7474785541,3616059674,3364117102,3083840330,4933837127,2260030587,4565371692,3835778410,8686560230,2650030505,2849998876,5016617235,1086150929,3064020666,5194938698,6268725611,3600635931,7659333442,1566171052
25500848,2447720359,4355279288,8236865569,1687164947,3407131919,6546810075,8682241336,3350015421,8004067594,2426174459,1578186866,6057324363,6403747326,3682498914,3807103737,5699786510,4705966949,6137223849,4902977852
4863437911,8991341067,2094241315,1870903191,8472150768,4336032165,4995391,252775617,3490696901,3922116407,7079284434,8898503588,1831618631,6928993428,6664661696,2685404244,4107954497,3085164117,3016864673,4633520889
4782704760,4368681510,5298127889,2419196623,8797775149,2481017274,5247174225,8147045919,6868327791,1883389079,1527179845,4024535399,905255983,8403274330,5301856238,8735834662,968914896,3480853559,2777759301,8657142930
363489444,4934020970,4655631342,5782831626,5182891773,853163975,6300659051,8541965930,5956237194,3398137089,821855509,4859626198,4927081701,8652288324,485457151,5635458835,8630521095,4483997196,3724223516,3511331801
1427002814,5451731612,1468302546,827768755,3601365708,1426065557,8594034928,4501857988,913254295,8333234913,888009603,4883153423,6500530015,2969515779,4687449643,8770325598,2742981371,4481977703,265681225,1193532579
4231853067,8840382874,4599932901,1365069165,7143980658,3117081678,7228543955,2774023023,2886353864,2427377783,5764522604,2388396396,684895771,6720047,6856724560,3359962983,496394224,2168039088,7728628734,5855367544
5993079360,8724231293,8128035465,1092745661,3786844002,7560887625,1916576483,2910150209,6627949615,1426303915,7500686287,5428590706,6118756526,7730817023,5140944103,8495780286,8314394766,906714167,7276042882,2280505136
7755558388,3093603392,337168039,3804037979,9058996561,4701127237,4869022966,6495614148,4334588665,8167695341,3419359903,6750513372,2216786762,1257993959,6295088358,4164202542,4648058302,6138446411,3602240261,3584587134
3626186563,368600291,7593548916,7392616112,6568909591,8981068992,2165914532,5787910232,7971665623,8721377457,2160377915,4907350929,2727716315,3852739257,3647352482,1043786521,4839950030,6614097071,8346864623,5436753468
2398293722,8694865260,5799111444,8063896546,587690994,660251079,8666723231,3585161775,3534556335,3948647407,350738811,7447050663,5653385521,207745009,7127830778,3210109289,8658650334,627927451,3889865820,5181818128
7226533580,8641680501,357872786,4859264548,2113672609,1683303296,5689680932,8222376979,6075932322,7452598181,6752110967,5650001967,6657365495,6528219534,501422221,3471102887,3201251106,4540826376,1778282114,7585417561
4064163530,830656377,3918838351,6408080709,7471894248,7707785795,4481353845,6862301172,5792836780,2261002706,2774441847,5108425635,880358584,5910588387,8326683476,6480105321,6046348363,3175858874,3258867284,9045125147
1266018541,7988304917,6057682483,3222154458,8881381130,5433086847,3333048917,5730804845,1640392610,1429804199,7743225368,6506843910,5601970067,8044069360,2286022378,5504576097,7064747682,2964134060,6376084194,1012779030
6274620271,2793858067,5010917559,214357256,1271337791,3111733019,6587547003,1838744709,4796505155,6159872909,7250364716,1126868554,1532769927,2501381262,768476908,318774264,2347882996,5624680984,1385392927,6511980171
2128526183,1727199133,3329630686,1155062053,4757472646,1558186547,8696606551,5388472997,6175871468,1994254562,1449770272,722088327,5557437594,5843208412,3030543210,6187626693,8014523103,6045627535,7757608733,602722685
7194790396,3815581857,8695946047,1205683330,119690753,8244450022,7199746922,1800940184,2716664027,3372180156,3852636460,2086465284,7058139602,9008734177,5585149366,1294914664,7020316382,8678841964,7640647613,8449672455
7316966064,2289536824,4873995518,5329850762,7855630107,5365750840,3728721213,3681475879,7646983234,3342341211,2340671559,4724566190,4151901912,2356962848,751029425,5450210266,362858302,625458638,8175709868,2197266959
2517617791,1646238733,5474832138,8079062667,484946368,3776043437,5998765276,1378247006,3171220751,6448558450,6333651284,5594396403,6233393976,3901815953,7635809058,579862840,6566396452,1450102246,8931560976,1615568533
1809805872,91217425,3477521842,3364680607,3748088653,8301916591,217437110,8552967793,7564562733,8936756388,1179137197,928798429,6184454213,6207739297,8928436633,4055267216,3885248060,7634535985,8872025469,4871447851
8125228037,7198594199,2033626211,5437337437,6821145849,4307632877,6959658614,5054375129,7540541441,2658340682,3722613567,4407385914,734395358,1543884793,7246170872,5962919281,8190145059,6318897954,5403931074,3053191630
6142946348,7967716034,641494509,2108130618,5151733997,1839654174,417243813,8468682431,5633101113,4617158565,7815615838,5727041982,6633339009,7801484,4335595149,5056133026,7060263675,1854210222,512126314,152974506
6940702438,335501450,3715545137,5931764108,7719446835,5487313259,4171812604,801678885,3132193300,5419255405,7329164446,3128104264,2849545773,7293926359,8919419412,5281495978,6738938062,4865384653,6024530324,6517800326
8468950479,2608068949,3255554066,7827900508,3553718653,5447350654,8927732472,7208284618,8062769943,3232256097,5997094619,3940540555,6574261772,6777850867,6917255582,7408031997,4974488442,952813587,4795295645,3014748938
7444518223,7011361076,3465172221,4825698882,3328528066,4985200960,6573556959,1529439682,8212903101,8817758945,1413259346,1419725656,5092714980,3924991307,3592563114,8380169120,7908679502,1990407902,1542802459,3083430302
6312467114,8907817025,1154068372,5866648263,2071816896,1054919317,6955577099,4344022724,6135980453,4696306269,8519363115,4383133599,3516540582,4003238633,1253705065,3388486907,2889752969,3661513722,4087782759,602477579
8371933540,195106421,20509021,1503319968,216047181,1221879221,2836709738,7497490583,3470796515,1517979119,2467159661,1733857316,8568219212,6348289319,44896717,6275867308,3931796345,3392589855,8294483078,3792837846
1996793850,2546775739,8051991750,636124364,378817601,7612342703,415462606,8082774856,3850109647,5830696121,2582834914,6448087416,2799383887,8374459839,1218702547,7450559362,8604663524,3398118979,72586644,8691970310
7388043335,2144002334,9096175593,1350018249,7801750354,2605888742,8615179414,6681979406,8372705177,1784587657,1361910549,5593648138,7354172226,3709894724,4231630230,3201096996,1618339711,2714274987,1585120509,8939731402
7286242742,4334486662,125844034,2132409197,2781975482,1758869506,6741295573,6529027206,3476316948,331827172,812524409,1460398799,2361899641,3329022493,5477240549,7695495972,6251587147,3079585545,8794452700,1910582863
9104122618,6173702317,7381290316,2383674518,3506146843,7281037636,602508574,6315076202,4976474039,749443498,5145887583,2970770097,1352957849,1597480809,1460597618,5980239097,6563642674,6305972454,7095538798,308796033
4829836713,4481588958,1916515876,6169792178,8414078280,8539237525,3173730327,3871508665,8300194612,6127910493,3421692263,1976565375,1384695559,1294500288,6931930561,4706733276,2665844882,1571663141,4652438901,5132870643
2541947563,811080811,7153668815,7339931207,5880320001,8697549117,2022226307,5695141115,1662127172,5501282776,804722872,3093080970,8333720158,4437514991,8333049186,70815710,4344983630,6245907498,913662666,3330871835
1672761095,8419023458,7824688792,6982403720,2304587406,8091860412,1461371287,3965133755,7362503904,1332480817,4388340359,4201925584,4691174999,7318808697,7426750920,2578350714,2390953481,8100179430,3705186447,7440752416
1330883514,8053556773,2605232750,376692830,6964071453,7814230958,5896200441,5869621052,4503021991,7607500208,2221592407,8451345633,7449676443,4612978056,1964842902,2363798055,1477213275,7383645832,7617685344,7857505158
7741697802,8082370476,6582245188,3711632702,1031389203,5552305186,4198456017,1898795062,1083826636,3314266550,211012236,5475807073,2695479446,8117132023,712375779,7985600761,7680686897,7734767004,2538688443,686560101
8418385903,3937354498,209029151,4498908713,6319462341,7884096568,3412401679,4756653935,5025374574,7852850823,4986940567,4018233020,5685175914,3148268745,2043133563,6527442693,4971346554,6913275552,7577233020,7766307434
570537490,2727482617,3295428478,1322480344,8516078772,8424853399,4129944378,2915015091,1281230308,3326245540,8424242295,2484216177,4998848665,8277618463,6708629997,1219203752,2190142200,6846455295,7878284050,3366751294
5441175031,5695175156,8436276397,8451463534,4272811283,3123198694,1316901756,4234868085,3548412668,2246136469,4300363225,6550979361,1736847266,8448543008,5960591874,5792280855,7667295683,1834379956,7990021721,8898126214
6809121390,8513518888,5139340164,831502880,1251320548,5116992718,2836051044,4292226808,5744880924,1403236861,1099393534,2496204523,8673136843,5052356978,7533780917,6863251326,7819899443,309447245,4825003156,8661509232
6067793427,1562971350,8969696579,3492120511,4803140706,4540131394,7751523777,1749259594,1221027648,547227717,8477062505,5329792074,2305550369,744714394,2681605852,8350790849,6119555921,7799438657,4931595455,3794858554
3933652117,8049901789,5085494792,5077138377,7167934331,1147415452,3401922828,8639829311,607566314,7897486172,7594526386,4049885458,5663606337,1101963995,4440618726,1681454784,7692501700,5632252607,714512915,6009219712
8329118661,9076282294,6209885266,5824835697,6801159029,2274292554,2748703854,5652039756,2047236695,4053488595,4419505006,4277476096,4799336329,6725606795,148932073,7067911591,3425813781,4118571898,2887242419,6968225643
7098450808,6856423966,8019465540,5761663699,4306813555,4330596313,2430424271,3052885784,2555802974,1765699792,2000265674,8355962380,7261621473,4217337608,5625396652,3744593121,6782655777,7160192813,552197742,2066381575
2146156851,8450944236,261943661,6262798390,8275016603,1798380528,2946822012,332638131,6037501787,4525184495,3776122611,8479527323,4305400135,9078733117,4919896793,836545502,2906647724,8990339846,1321388599,5843627981
4535363930,7665939569,3364953299,2624720189,4678420721,5364898406,6124000140,925091207,5635837120,69810874,4422692855,4000717871,3307508718,4436309142,1031346428,8592767721,2525542522,107657894,6871952543,4961707298
2047164796,8878946272,3349479395,3791794599,1755200265,2375113292,4720431866,8869419572,133070964,2506993672,8431331946,5339355540,6703567194,8233783438,259416278,8715394986,2836088187,541182364,7178958203,7336772025
2660452695,2002731910,1018990064,2197088162,1897211019,5242163713,181819929,4887671026,9036785975,3715347470,1826973726,2216828383,1759020855,4156027511,437927642,2938163303,5850145256,1138760768,5284962990,1618975924
6986699253,1510497142,3766082569,2360918241,8302941801,2941320660,1907889426,5606711368,2762389545,2296923358,3872617521,5437242868,5993278827,4520252478,3399439843,7782847349,1565532103,2862753583,121185152,5841448373
2840746105,1492544588,6168033892,4048928736,3096805429,6166762776,1507047096,1255956795,2981752129,3357285703,3334796735,5454888795,5830461661,4610975020,2956618698,4867095935,7625177756,3291513717,4954381369,5879060003
8984528124,2554724729,8832466964,7702540961,4372433161,6703174510,2232848164,8236258257,7035565852,3195845846,5591335617,7118418373,4186129864,5424565112,5078900247,1017260185,195077263,9111795865,628681125,5355890131
7183780933,8355913547,6510553538,7718383572,7755837290,6757938122,2547913046,3327980086,4333562960,114304029,1398723062,375737068,1432921732,1309852787,8529200678,1521598601,2565479130,7370416971,4178317811,4501193890
7573045723,7178085440,7821728117,5062867574,3305551574,3261330595,3809256043,4693097984,8081714823,8113066410,9014420609,2746204383,35985892,5137361265,4959000050,7770153923,786007391,8100477185,7536196889,1903353150
832486188,4288175331,5517874454,8762592883,6113185065,6782556712,785894355,2293238901,7502124577,4829384163,8181477414,3282810895,8782147923,497953541,4854697905,109057177,303270185,7596143552,2873182024,8350862117
3055907930,3337184274,6634112964,296066127,2918276346,5096487723,5590830795,7016804948,8954544023,1789978911,508983847,9008711273,1204541852,7752216241,286185355,7278820279,3961876394,5002258776,5661029401,8763181321
7771161783,4665429863,1696725887,2196196790,7219923965,3550138889,193239676,7147902264,3151035988,2364367093,6750197946,3834464032,7107117667,5333500104,5407676510,8895306152,8530695654,4814039925,4695241407,8223749489
8165393144,5832274757,3709334781,2003548787,5950716664,8979586624,8150112041,6734148064,4261665049,8471738993,3675504851,2898527927,1773826166,2138854888,5395945783,8535040581,8445149828,3349260234,5242006228,7626205418
8487182972,1821368903,4803992863,8860446052,8883372530,3413654666,8395253005,5806209298,2927344649,2163450924,5439831233,6353468577,625818547,8353457248,2445636325,1835529333,75988095,6678623410,3904298219,230685655
4441950801,950141697,5419340744,7451489454,5739347871,6826320,6962127540,4987291051,4438388072,2308388593,5068224442,1374855690,572964097,2388906212,1474786896,3542286684,4023021196,4851362329,1624442395,4704136076
7172396786,8592347880,1226176946,4329257910,2671479346,3483468474,3081870998,3313566424,5620417507,4565090833,8421752759,2955946632,7883774816,3722903616,952506365,8440715911,535647324,5988148393,8036700737,4286414817
7061788160,5731714656,4575476917,1039718208,7442530272,3780850985,4358537399,5251828685,3533344220,8781936929,8804981328,723116072,7400723621,3129497519,8442496759,6078266826,6508705879,1011261555,6923572026,2866509490
8284375377,1586692348,4312847282,158235938,1411661068,8630106805,255231706,3725609494,3795127414,4293877210,7936832922,5854362750,8619666772,2220501017,8630159058,8556842669,3517824716,7157645130,4518548285,3274673159
3157625998,869670763,6503113595,1546982807,840365976,9056055834,1182469502,4121078469,1334647781,4853038797,3716670158,7197438196,3026705421,6369610135,1497870700,7602734890,4467567962,2494676271,6285731904,4177812806
5848020451,546708167,2090080585,559105241,5426738490,3672105068,4657038658,2901596798,7627688353,6904397434,332429731,545428345,7476545678,236177920,8898912876,1644220522,2520976197,6497478538,8794111928,3907848000
6429389544,8539397741,1805211834,3745589208,4138233156,4389415970,3754048706,5588180675,5907705232,2280270165,3637895312,7829400791,2284997321,2462354105,7245781059,4899465414,7137153646,3671187891,1819020953,1656218062
3347566251,5538920455,5582899110,6518105262,2281300020,5030882105,6355108322,7610413627,299869875,3170700370,2253969455,695281155,1153691810,2034576330,2586531109,3343109915,8199479403,3377516063,5345979238,8588896928
3859727304,1189689113,6568202037,3284396650,7110500409,4770391946,7255820288,1141320403,8392866792,3227806425,3837593327,5341893016,5885933702,8071367501,5636753759,7220444530,4153348679,6242221522,3441018953,1487379863
8504785674,8828619870,5887398713,8516345238,2712450293,1405440120,3859466678,3622235468,2294956303,1293348949,3573585529,7275373358,2520455949,3868174819,1105561122,2800669942,7509122595,201382826,5371627884,3554502383
5383823482,5259767712,2093628984,1360378154,2846721736,160692513,411842111,821329546,3989705032,2811583090,1025979168,6037956255,8325435629,4141786291,8669163674,8308290761,3122883503,5327303255,8723709099,4039030928
6166287669,4940642326,3908590526,3853572910,8729360039,4864612826,8783117203,8768148111,5639918807,7017356144,7396259218,7228129795,104660337,7756498170,7154271650,35818217,8508317038,7748614642,1220476530,5751385588
3797729846,8544924012,2403329804,3423788493,6602989719,6019220794,1241058300,4819458433,2602788751,1552640332,7113767624,7278002852,1751566898,4537359775,4280094748,6966166695,2091650843,8827134589,381706140,6760259266
3127902209,3428196212,1461911102,6772157294,7676829135,6715427431,8271666143,5419371904,7422366686,8874678029,1005844688,6996579697,3606846071,4989043,347737919,5119371443,3594662760,3793196278,7809183040,655879647
1253233076,2482326332,8866465165,3434360318,1157475836,5454705396,5701472396,1886455078,6844050898,5974608406,3304403355,2663139199,3924430260,727843642,1046572972,1653452799,4528959406,7997409842,6839306981,2392659109
2456509929,5067660541,72389348,4972456564,3241029174,8509327136,1567220420,3536036465,8694268841,677300626,8064027152,3069500501,4765829999,6155358670,808531133,75303706,5835032254,2090127018,2616283173,8218955511
819920704,8726664451,2214211602,7312648347,3568211113,6619623509,8148353240,5183196244,6620558800,7986630905,5548409883,7294877697,3496866757,6815988429,2624776465,7756143532,3824067988,7309151279,2118535448,350764022
4223459136,3644104521,3427278119,7533840187,8086182905,8191015774,8845224445,6572400230,2404439061,8318591404,8804589339,4814299666,279173310,5446759462,2328084845,118923786,5331816746,5668629034,5601817102,4477605769
1648752276,3212360750,5493042584,5846121468,8336459790,6217086160,3092460573,5381780017,1773135417,1095746086,329574996,7735623482,1579053071,6550440467,1496006452,3984311473,4294337682,5105401354,8362006979,1682775002
3138782361,2491638181,7144068439,7164369683,8424910123,192431896,5420208294,9041978034,7829413012,5089907925,140443456,7111288682,5543685927,1672812700,4734534638,3503335161,2424242816,2611699339,821542421,6704041315
1453354867,6582158195,2370453939,8257095708,2407781653,1608903540,921775453,2584966771,1718833212,4489503251,6598066945,5467802980,1876401689,650552201,5615871003,3416794246,3232270795,1205833604,4074735697,646342427
8795450139,4437887959,8157758837,3720420354,4971074621,4932696987,8914359490,7409016662,5471097983,4160227772,5805965788,5361722991,3320104212,6952614429,7962513276,531268172,2020919417,3719948552,5499438098,4086408828
3269664631,8371123557,6889241503,7342807335,1836909998,3321403738,6457543406,1701391788,7907041027,80831429,8794887726,8111457577,7147551935,6031042989,2530202128,4477302089,3680535018,5530374150,962691040,5617648385
